/content/train/b7d811c1e385909f3c33aec6ca59e2f4_jpg.rf.fe253fb35082bc3550edede09021bfc9.jpg,42,113,64,127,1.0,Questions
/content/train/804554ad1c4fd6e0ef1094d922d8d53e_jpg.rf.fe89e6e8805021038aa53ef2038bd3c0.jpg,49,16,87,29,1.0,Questions
/content/train/CG21248_pdf_1_jpg.rf.fe084f89818022c1d9d00284c05f1176.jpg,22,77,52,97,1.0,Questions
/content/train/3c7bf2d25ab264757ea7b4797dac7bab_jpg.rf.fe9fa39f374254cafafa6debfa10434c.jpg,23,248,67,264,1.0,Questions
/content/train/3c7bf2d25ab264757ea7b4797dac7bab_jpg.rf.fe9fa39f374254cafafa6debfa10434c.jpg,25,77,87,95,1.0,Questions
/content/train/f11f5c2949b3cd7f94107217c4316be4_jpg.rf.a85636a91ed3c1d4c94715d41ce0c319.jpg,70,2,163,14,1.0,Questions
/content/train/f11f5c2949b3cd7f94107217c4316be4_jpg.rf.a85636a91ed3c1d4c94715d41ce0c319.jpg,44,26,58,39,1.0,Questions
/content/train/f11f5c2949b3cd7f94107217c4316be4_jpg.rf.a85636a91ed3c1d4c94715d41ce0c319.jpg,40,55,67,73,1.0,Questions
/content/train/f11f5c2949b3cd7f94107217c4316be4_jpg.rf.a85636a91ed3c1d4c94715d41ce0c319.jpg,75,168,148,180,1.0,Questions
/content/train/f11f5c2949b3cd7f94107217c4316be4_jpg.rf.a85636a91ed3c1d4c94715d41ce0c319.jpg,40,179,62,193,1.0,Questions
/content/train/62d75dac8983dc567be4c37a5f33755f_jpg.rf.a90780b695d7169e5e3eeb07b9c93e63.jpg,17,6,40,22,1.0,Questions
/content/train/62d75dac8983dc567be4c37a5f33755f_jpg.rf.a90780b695d7169e5e3eeb07b9c93e63.jpg,16,51,36,65,1.0,Questions
/content/train/62d75dac8983dc567be4c37a5f33755f_jpg.rf.a90780b695d7169e5e3eeb07b9c93e63.jpg,43,163,62,177,1.0,Questions
/content/train/DM21345_pdf_1_jpg.rf.aac1e3002cf61910d74ba5701aa0a987.jpg,21,33,63,56,1.0,Questions
/content/train/DM21345_pdf_1_jpg.rf.aac1e3002cf61910d74ba5701aa0a987.jpg,19,279,57,298,1.0,Questions
/content/train/DM21316_pdf_3_jpg.rf.a99e5216dd84c0280d58287cc3bbeb73.jpg,21,39,71,57,1.0,Questions
/content/train/DM21341_pdf_2_jpg.rf.ab8f7ddcf89ca92651744cabb4d43d76.jpg,19,82,54,103,1.0,Questions
/content/train/86d019b9536e9b034c4d7ad3c6e57c10_jpg.rf.a81c00ac055c354608ec12b0f7ddd717.jpg,36,83,71,100,1.0,Questions
/content/train/DM21318_pdf_3_jpg.rf.a7d583e9ab2e968919afb04c2bcd16ee.jpg,37,37,96,49,1.0,Questions
/content/train/1ba7e9a7cedb514074f897c60e3ac78a_jpg.rf.a7fd74add0c9feddc3be6480be52ec29.jpg,29,7,67,25,1.0,Questions
/content/train/DM21385_pdf_0_jpg.rf.a9a8bec400ee4582651e9bd0d88741dc.jpg,27,104,67,129,1.0,Questions
/content/train/d7130eb58c7c851b90bacf4b14a82600_jpg.rf.ab96430b424c4ef0537777899ef27170.jpg,12,8,33,20,1.0,Questions
/content/train/971e63f780baeed075b7d5489c60b1af_jpg.rf.ab8b2d4e491a8d4ed919410d911f472a.jpg,33,92,75,113,1.0,Questions
/content/train/b179c10a5568d524041566141f514f4f_jpg.rf.aa76bb387501b4ec52285d88468bd2c4.jpg,26,16,62,29,1.0,Questions
/content/train/6201b2cfed085f996cb4882078d1960a_jpg.rf.abd3203a7827773465f5ea4d6119e2d5.jpg,15,210,54,226,1.0,Questions
/content/train/6201b2cfed085f996cb4882078d1960a_jpg.rf.abd3203a7827773465f5ea4d6119e2d5.jpg,23,1,58,11,1.0,Questions
/content/train/0f7c3e9389eb53655aecca11580edf73_jpg.rf.abb52ba59496cdfb81af2cacbd763f7b.jpg,32,158,63,182,1.0,Questions
/content/train/9aae86c6a36f418102cc8eaacd220bbb_jpg.rf.ace485bc6b7ad9466cda1393722a347a.jpg,10,44,47,58,1.0,Questions
/content/train/DM21338_pdf_7_jpg.rf.ad094354658e7e06f5c5cdc3eb31c1cd.jpg,50,105,67,114,1.0,Questions
/content/train/DM21338_pdf_7_jpg.rf.ad094354658e7e06f5c5cdc3eb31c1cd.jpg,45,244,72,255,1.0,Questions
/content/train/DM21330_pdf_0_jpg.rf.ac0eee80023fecc72636100f2f6b19dd.jpg,55,102,93,122,1.0,Questions
/content/train/DM21330_pdf_0_jpg.rf.ac0eee80023fecc72636100f2f6b19dd.jpg,51,329,84,348,1.0,Questions
/content/train/22fd0a9f2d37031e335d144d8abb04b0_jpg.rf.ae1c973dcd2eb1aa93fc0d8f35ac9412.jpg,23,99,57,111,1.0,Questions
/content/train/09db80582364b3db3b0d42a5510283a0_jpg.rf.ae8316613e6b905532735e8dffbbfb93.jpg,24,4,47,21,1.0,Questions
/content/train/09db80582364b3db3b0d42a5510283a0_jpg.rf.ae8316613e6b905532735e8dffbbfb93.jpg,14,283,49,302,1.0,Questions
