47,20,71,18,72,26,48,28
0,0,0,0,0,0,0,0
68,30,142,30,142,40,68,40
156,29,218,29,218,42,156,42
328,30,364,30,364,38,328,38
236,30,285,30,285,42,236,42
298,30,313,30,313,37,298,37
105,41,124,41,124,49,105,49
148,40,178,40,178,50,148,50
246,41,266,41,266,48,246,48
200,42,214,42,214,52,200,52
280,42,297,42,297,49,280,49
302,42,326,42,326,49,302,49
64,42,85,42,85,50,64,50
190,53,274,53,274,74,190,74
266,50,381,50,381,62,266,62
80,53,109,53,109,62,80,62
114,52,145,52,145,64,114,64
152,51,193,53,193,62,151,60
49,72,73,72,73,82,49,82
22,76,28,76,28,81,22,81
0,0,0,0,0,0,0,0
276,82,398,82,398,94,276,94
64,85,97,85,97,96,64,96
156,84,221,84,221,94,156,94
237,85,270,85,270,94,237,94
106,85,142,85,142,94,106,94
153,97,188,97,188,105,153,105
333,97,385,97,385,105,333,105
60,98,85,98,85,106,60,106
98,98,132,98,132,106,98,106
206,96,249,96,249,108,206,108
261,97,296,97,296,105,261,105
304,97,320,97,320,105,304,105
149,106,185,106,185,117,149,117
241,108,293,108,293,117,241,117
304,108,362,108,362,117,304,117
58,109,93,109,93,117,58,117
194,109,225,109,225,117,194,117
113,110,133,110,133,118,113,118
327,120,381,118,381,127,328,129
280,117,312,117,312,129,280,129
57,121,101,121,101,130,57,130
205,118,264,121,263,131,204,128
116,121,185,121,185,132,116,132
353,128,408,128,408,138,353,138
256,128,284,128,284,141,256,141
300,131,343,128,344,137,301,140
93,132,140,132,140,141,93,141
158,130,172,130,172,138,158,138
186,130,238,130,238,138,186,138
64,132,78,132,78,141,64,141
60,140,88,140,88,150,60,150
225,140,254,140,254,149,225,149
272,140,304,140,304,150,272,150
316,140,376,140,376,150,316,150
163,144,189,140,190,149,164,152
96,142,148,142,148,150,96,150
201,144,206,144,206,148,201,148
64,150,85,150,85,161,64,161
328,152,358,152,358,161,328,161
125,153,174,149,175,162,127,166
186,150,217,150,217,161,186,161
278,153,314,153,314,161,278,161
0,0,0,0,0,0,0,0
230,153,264,153,264,161,230,161
62,161,126,161,126,173,62,173
154,162,174,162,174,173,154,173
234,164,290,164,290,172,234,172
300,162,330,162,330,173,300,173
339,162,399,160,400,171,340,173
208,164,224,164,224,173,208,173
186,165,194,165,194,172,186,172
58,174,89,174,89,184,58,184
104,174,164,174,164,188,104,188
182,173,240,173,240,184,182,184
257,174,282,174,282,184,257,184
290,176,330,174,330,183,290,185
93,206,121,206,121,218,93,218
136,206,166,206,166,217,136,217
58,229,88,231,87,239,58,237
101,229,173,229,173,241,101,241
185,229,214,229,214,238,185,238
228,228,251,230,250,239,227,237
340,229,374,229,374,237,340,237
265,227,295,231,294,241,264,237
303,232,331,230,332,237,304,239
164,240,237,240,237,249,164,249
248,262,274,262,274,269,248,269
50,262,90,262,90,274,50,274
0,0,0,0,0,0,0,0
273,270,296,270,296,277,273,277
306,272,333,270,333,276,306,279
216,272,262,272,262,280,216,280
105,272,134,272,134,280,105,280
137,273,200,273,200,281,137,281
278,297,302,297,302,304,278,304
312,305,332,305,332,313,312,313
220,308,234,308,234,313,220,313
42,318,92,318,92,330,42,330
102,318,126,318,126,326,102,326
306,328,333,328,333,336,306,336
368,352,402,352,402,360,368,360
286,353,310,353,310,360,286,360
342,352,361,352,361,360,342,360
178,354,198,354,198,362,178,362
280,361,309,361,309,372,280,372
342,361,392,361,392,370,342,370
321,365,326,365,326,370,321,370
