240,21,318,16,319,30,241,35
325,18,346,18,346,28,325,28
352,20,360,20,360,28,352,28
367,18,398,23,396,34,365,29
185,30,269,18,273,48,190,61
176,28,202,25,203,37,177,39
208,25,218,25,218,36,208,36
34,29,69,29,69,42,34,42
142,29,172,29,172,40,142,40
76,29,133,29,133,41,76,41
284,32,394,32,394,46,284,46
68,42,90,42,90,54,68,54
146,42,178,42,178,53,146,53
120,42,137,42,137,54,120,54
234,62,256,62,256,76,234,76
136,67,222,65,223,79,137,82
252,88,293,88,293,102,252,102
160,90,246,90,246,106,160,106
68,92,94,92,94,106,68,106
74,102,249,102,249,124,74,124
303,105,379,103,380,114,304,116
259,106,294,104,295,113,260,115
382,106,397,106,397,114,382,114
