156,1,200,1,200,9,156,9
198,1,210,1,210,9,198,9
210,1,218,1,218,9,210,9
222,1,236,1,236,9,222,9
235,2,250,0,251,6,236,8
253,1,269,1,269,9,253,9
136,2,149,2,149,9,136,9
48,21,68,21,68,26,48,26
116,21,138,21,138,26,116,26
237,21,257,21,257,28,237,28
257,21,270,21,270,28,257,28
273,21,286,21,286,28,273,28
285,21,293,21,293,29,285,29
292,21,300,21,300,29,292,29
305,21,324,21,324,26,305,26
344,21,352,21,352,29,344,29
350,21,368,21,368,29,350,29
368,22,377,22,377,26,368,26
169,29,190,29,190,38,169,38
97,30,104,30,104,38,97,38
105,30,113,30,113,38,105,38
118,32,149,30,149,37,118,38
157,30,170,30,170,38,157,38
189,30,198,30,198,38,189,38
49,33,72,33,72,40,49,40
62,48,73,48,73,52,62,52
77,48,96,48,96,52,77,52
69,57,90,57,90,61,69,61
65,62,80,62,80,68,65,68
80,64,90,64,90,68,80,68
93,85,106,85,106,96,93,96
105,86,144,87,143,97,104,95
286,86,310,86,310,96,286,96
41,88,49,88,49,97,41,97
54,88,72,88,72,96,54,96
70,88,85,88,85,96,70,96
184,88,202,88,202,96,184,96
258,88,276,88,276,93,258,93
309,88,322,88,322,96,309,96
366,88,378,88,378,96,366,96
32,89,40,89,40,96,32,96
158,89,184,89,184,96,158,96
246,89,258,89,258,94,246,94
324,89,368,89,368,98,324,98
144,90,150,90,150,98,144,98
209,90,220,90,220,94,209,94
240,90,248,90,248,97,240,97
66,98,78,98,78,106,66,106
146,98,158,98,158,106,146,106
244,98,262,98,262,106,244,106
327,100,391,98,392,107,328,109
113,100,137,100,137,106,113,106
157,100,168,100,168,105,157,105
181,100,190,100,190,106,181,106
205,100,218,100,218,106,205,106
217,100,230,100,230,108,217,108
77,101,89,101,89,106,77,106
193,101,206,101,206,112,193,112
89,101,109,101,109,118,89,118
123,110,175,107,176,120,124,123
176,108,188,108,188,117,176,117
186,109,197,109,197,117,186,117
74,110,82,110,82,118,74,118
80,109,90,109,90,118,80,118
210,110,229,110,229,117,210,117
202,112,212,112,212,118,202,118
126,130,145,130,145,140,126,140
234,129,264,134,263,143,233,139
333,130,346,130,346,140,333,140
170,132,208,132,208,140,170,140
345,132,353,132,353,140,345,140
89,133,98,133,98,141,89,141
98,133,108,133,108,140,98,140
108,133,117,133,117,140,108,140
316,133,333,133,333,140,316,140
360,133,374,133,374,141,360,141
374,133,382,133,382,141,374,141
142,134,161,134,161,138,142,138
264,134,294,134,294,141,264,141
234,141,242,141,242,152,234,152
72,142,110,142,110,152,72,152
120,142,134,142,134,152,120,152
141,141,154,141,154,152,141,152
153,142,178,142,178,152,153,152
177,142,197,142,197,153,177,153
241,142,265,142,265,152,241,152
217,146,226,146,226,156,217,156
258,153,266,153,266,162,258,162
100,154,117,154,117,162,100,162
125,154,140,154,140,164,125,164
205,154,222,154,222,162,205,162
