81,13,92,13,92,22,81,22
53,13,69,13,69,25,53,25
70,14,81,14,81,24,70,24
382,22,392,22,392,30,382,30
129,24,141,24,141,32,129,32
325,24,344,24,344,32,325,32
348,24,358,24,358,32,348,32
360,24,369,24,369,30,360,30
390,24,400,24,400,32,390,32
104,24,122,24,122,37,104,37
121,25,130,25,130,32,121,32
132,36,140,36,140,44,132,44
265,36,276,36,276,44,265,44
341,36,350,36,350,44,341,44
366,36,377,36,377,45,366,45
376,36,386,36,386,44,376,44
105,37,133,37,133,45,105,45
241,37,257,37,257,42,241,42
288,37,305,37,305,44,288,44
312,37,330,37,330,44,312,44
349,37,361,37,361,44,349,44
169,85,178,85,178,93,169,93
230,169,240,169,240,174,230,174
