69,82,85,82,85,88,69,88
94,84,104,84,104,92,94,92
102,84,116,84,116,92,102,92
114,85,122,85,122,92,114,92
121,85,130,85,130,93,121,93
292,96,304,96,304,104,292,104
214,97,234,97,234,102,214,102
242,97,257,97,257,105,242,105
256,97,281,97,281,106,256,106
369,97,392,97,392,105,369,105
318,98,332,98,332,105,318,105
342,98,353,98,353,105,342,105
58,102,84,102,84,112,58,112
140,104,150,104,150,112,140,112
112,105,141,105,141,112,112,112
149,105,162,105,162,112,149,112
216,105,254,105,254,113,216,113
186,106,208,106,208,113,186,113
206,106,216,106,216,113,206,113
316,104,340,111,337,122,312,115
280,109,288,109,288,118,280,118
288,109,300,109,300,116,288,116
298,108,309,108,309,118,298,118
308,109,316,109,316,116,308,116
170,126,180,126,180,132,170,132
180,126,188,126,188,134,180,134
191,128,206,125,207,131,192,134
252,128,265,128,265,134,252,134
286,127,333,129,333,137,286,135
280,129,288,129,288,136,280,136
345,129,362,129,362,137,345,137
380,129,397,129,397,137,380,137
132,137,140,137,140,142,132,142
172,137,184,137,184,144,172,144
89,146,101,146,101,153,89,153
126,146,146,146,146,153,126,153
146,148,160,148,160,153,146,153
185,149,194,149,194,156,185,156
253,149,289,149,289,157,253,157
321,149,337,149,337,157,321,157
294,150,304,150,304,157,294,157
64,156,84,156,84,164,64,164
113,157,128,157,128,165,113,165
141,158,149,158,149,165,141,165
173,158,197,158,197,164,173,164
197,158,224,158,224,166,197,166
238,160,278,160,278,168,238,168
312,160,321,160,321,168,312,168
321,160,338,160,338,168,321,168
277,161,288,161,288,165,277,165
92,177,100,177,100,185,92,185
98,178,106,178,106,185,98,185
105,180,116,180,116,185,105,185
226,180,246,180,246,188,226,188
245,181,253,181,253,188,245,188
252,181,261,181,261,188,252,188
54,189,80,189,80,197,54,197
112,201,134,201,134,208,112,208
136,201,144,201,144,208,136,208
181,201,202,201,202,209,181,209
201,201,210,201,210,209,201,209
226,202,241,202,241,209,226,209
305,204,313,204,313,210,305,210
318,204,326,204,326,209,318,209
342,205,362,203,363,209,342,211
362,204,376,204,376,212,362,212
374,204,393,204,393,210,374,210
60,210,82,210,82,218,60,218
137,222,148,222,148,230,137,230
120,224,138,224,138,230,120,230
198,224,210,224,210,229,198,229
234,224,262,224,262,232,234,232
278,225,297,225,297,230,278,230
297,225,305,225,305,232,297,232
304,225,312,225,312,232,304,232
73,244,117,244,117,252,73,252
116,244,133,244,133,252,116,252
65,264,74,264,74,269,65,269
180,266,189,266,189,273,180,273
192,266,201,266,201,274,192,274
242,266,256,266,256,274,242,274
200,268,212,268,212,274,200,274
232,268,242,268,242,274,232,274
149,277,161,277,161,284,149,284
160,277,181,277,181,285,160,285
181,277,193,277,193,284,181,284
212,278,221,278,221,285,212,285
221,278,232,278,232,284,221,284
262,278,281,278,281,286,262,286
285,278,297,278,297,286,285,286
327,279,358,278,359,286,328,288
297,280,326,280,326,285,297,285
140,288,154,288,154,293,140,293
212,288,222,288,222,296,212,296
234,288,244,288,244,296,234,296
158,289,166,289,166,294,158,294
166,289,188,289,188,296,166,296
201,289,210,289,210,296,201,296
245,289,265,289,265,297,245,297
264,288,312,289,311,298,263,297
72,308,97,308,97,317,72,317
48,309,65,309,65,317,48,317
64,309,72,309,72,317,64,317
98,309,113,309,113,317,98,317
185,309,208,309,208,318,185,318
144,310,169,310,169,318,144,318
168,310,176,310,176,317,168,317
177,310,185,310,185,317,177,317
213,312,224,312,224,317,213,317
153,321,178,321,178,329,153,329
197,322,206,322,206,329,197,329
205,322,218,322,218,329,205,329
258,322,270,322,270,330,258,330
220,324,228,324,228,330,220,330
269,324,278,324,278,330,269,330
277,324,316,324,316,330,277,330
316,324,326,324,326,332,316,332
328,324,337,324,337,330,328,330
154,334,162,334,162,341,154,341
162,334,172,334,172,338,162,338
180,334,194,334,194,340,180,340
210,334,225,334,225,340,210,340
234,334,242,334,242,341,234,341
268,334,276,334,276,340,268,340
81,354,102,354,102,362,81,362
130,354,138,354,138,362,130,362
137,354,154,354,154,362,137,362
185,354,197,354,197,362,185,362
196,354,210,354,210,362,196,362
313,356,346,356,346,364,313,364
210,357,218,357,218,361,210,361
234,357,242,357,242,361,234,361
289,357,309,357,309,364,289,364
117,377,145,377,145,385,117,385
210,377,230,377,230,384,210,384
202,378,212,378,212,385,202,385
256,378,272,378,272,386,256,386
244,380,257,380,257,388,244,388
270,380,285,380,285,390,270,390
