134,126,145,126,145,132,134,132
152,128,166,128,166,136,152,136
124,146,132,146,132,154,124,154
204,146,220,146,220,156,204,156
130,148,140,148,140,154,130,154
138,148,148,148,148,154,138,154
197,148,205,148,205,156,197,156
244,148,257,148,257,152,244,152
126,156,134,156,134,164,126,164
133,157,141,157,141,164,133,164
144,157,152,157,152,162,144,162
153,157,161,157,161,164,153,164
130,185,138,185,138,192,130,192
140,185,148,185,148,192,140,192
148,185,156,185,156,192,148,192
218,185,229,185,229,194,218,194
250,185,258,185,258,193,250,193
258,185,266,185,266,192,258,192
205,186,220,186,220,194,205,194
241,186,249,186,249,193,241,193
133,192,150,192,150,201,133,201
314,213,334,213,334,221,314,221
84,216,104,216,104,225,84,225
258,216,284,216,284,224,258,224
244,217,260,217,260,224,244,224
208,218,221,218,221,225,208,225
321,222,341,222,341,230,321,230
341,222,356,222,356,229,341,229
270,224,286,224,286,230,270,230
246,226,256,226,256,233,246,233
254,226,264,226,264,233,254,233
325,234,358,234,358,245,325,245
369,234,378,234,378,242,369,242
378,234,386,234,386,242,378,242
252,237,287,234,288,243,253,246
302,236,313,236,313,244,302,244
357,236,365,236,365,241,357,241
97,238,110,238,110,246,97,246
109,238,122,238,122,246,109,246
174,238,193,238,193,246,174,246
78,246,86,246,86,254,78,254
85,257,109,257,109,266,85,266
169,260,182,260,182,268,169,268
256,276,274,276,274,286,256,286
170,281,189,281,189,289,170,289
222,281,232,281,232,288,222,288
234,304,249,304,249,312,234,312
224,328,245,328,245,337,224,337
158,373,177,373,177,385,158,385
177,374,189,374,189,385,177,385
186,373,200,373,200,384,186,384
224,377,233,377,233,384,224,384
276,376,293,376,293,388,276,388
328,378,345,378,345,388,328,388
254,380,268,380,268,393,254,393
132,400,160,400,160,409,132,409
190,398,204,398,204,410,190,410
205,400,218,400,218,408,205,408
222,401,244,401,244,409,222,409
