/content/valid/b63047d79767cb3e5b6a9b98be8e5346_jpg.rf.19353c0259cf8f8873988adfc653c806.jpg,3,40,48,59
/content/valid/b63047d79767cb3e5b6a9b98be8e5346_jpg.rf.19353c0259cf8f8873988adfc653c806.jpg,6,359,41,375
/content/valid/286810eae95d71ce7d7deaee75daafc6_jpg.rf.1d7d4267c13f7e3900b6716d5417cb1c.jpg,4,16,37,39
/content/valid/286810eae95d71ce7d7deaee75daafc6_jpg.rf.1d7d4267c13f7e3900b6716d5417cb1c.jpg,0,15,47,48
/content/valid/286810eae95d71ce7d7deaee75daafc6_jpg.rf.1d7d4267c13f7e3900b6716d5417cb1c.jpg,10,0,36,49
/content/valid/832841f985b8de18f3c58cdd86676eb7_jpg.rf.38999405468a0220f6edf8ca58f481f7.jpg,13,219,82,238
/content/valid/832841f985b8de18f3c58cdd86676eb7_jpg.rf.38999405468a0220f6edf8ca58f481f7.jpg,16,219,56,236
/content/valid/832841f985b8de18f3c58cdd86676eb7_jpg.rf.38999405468a0220f6edf8ca58f481f7.jpg,43,220,89,234
/content/valid/832841f985b8de18f3c58cdd86676eb7_jpg.rf.38999405468a0220f6edf8ca58f481f7.jpg,32,207,63,251
/content/valid/b35e05b9e6c84fe5cbcfe4fbc7f7ddbd_jpg.rf.0665d64c871902503a3598edde7c697f.jpg,17,175,59,190
/content/valid/b35e05b9e6c84fe5cbcfe4fbc7f7ddbd_jpg.rf.0665d64c871902503a3598edde7c697f.jpg,36,11,71,25
/content/valid/b35e05b9e6c84fe5cbcfe4fbc7f7ddbd_jpg.rf.0665d64c871902503a3598edde7c697f.jpg,41,65,62,81
/content/valid/b35e05b9e6c84fe5cbcfe4fbc7f7ddbd_jpg.rf.0665d64c871902503a3598edde7c697f.jpg,25,277,57,291
/content/valid/b35e05b9e6c84fe5cbcfe4fbc7f7ddbd_jpg.rf.0665d64c871902503a3598edde7c697f.jpg,14,176,71,198
/content/valid/b35e05b9e6c84fe5cbcfe4fbc7f7ddbd_jpg.rf.0665d64c871902503a3598edde7c697f.jpg,22,231,52,244
/content/valid/b35e05b9e6c84fe5cbcfe4fbc7f7ddbd_jpg.rf.0665d64c871902503a3598edde7c697f.jpg,23,342,53,356
/content/valid/98225feb400914bab547692929f70b70_jpg.rf.20352a4463c8f0026e02dde6e2ecb1b8.jpg,23,232,74,246
/content/valid/98225feb400914bab547692929f70b70_jpg.rf.20352a4463c8f0026e02dde6e2ecb1b8.jpg,51,8,77,22
/content/valid/73509fc5c9470441a6b185dcd1eadb79_jpg.rf.1f74a19249d3cdd8966023621f123641.jpg,20,32,85,51
/content/valid/DM21345_pdf_0_jpg.rf.08abeb9afe1e69f89e661d3003fdabbc.jpg,29,221,70,236
/content/valid/DM21345_pdf_0_jpg.rf.08abeb9afe1e69f89e661d3003fdabbc.jpg,34,345,67,362
/content/valid/DM21345_pdf_0_jpg.rf.08abeb9afe1e69f89e661d3003fdabbc.jpg,31,134,67,148
/content/valid/DM21345_pdf_0_jpg.rf.08abeb9afe1e69f89e661d3003fdabbc.jpg,29,94,66,108
/content/valid/DM21345_pdf_0_jpg.rf.08abeb9afe1e69f89e661d3003fdabbc.jpg,20,126,76,147
/content/valid/b9b48cbd0407f490f92de7539e0bceb9_jpg.rf.397c1a0970c6b794f79ff37d9e277edd.jpg,27,15,67,29
/content/valid/b9b48cbd0407f490f92de7539e0bceb9_jpg.rf.397c1a0970c6b794f79ff37d9e277edd.jpg,24,14,84,34
/content/valid/DM21379_pdf_4_jpg.rf.36ef5f0d891897cd9ff94a61b5b08809.jpg,6,24,38,46
/content/valid/DM21379_pdf_4_jpg.rf.36ef5f0d891897cd9ff94a61b5b08809.jpg,0,22,48,54
/content/valid/DM21379_pdf_4_jpg.rf.36ef5f0d891897cd9ff94a61b5b08809.jpg,7,10,35,54
/content/valid/DM21340_pdf_0_jpg.rf.1e97fa3010e69dbe356958e77359f015.jpg,30,103,64,123
/content/valid/DM21340_pdf_0_jpg.rf.1e97fa3010e69dbe356958e77359f015.jpg,24,223,60,237
/content/valid/DM21340_pdf_0_jpg.rf.1e97fa3010e69dbe356958e77359f015.jpg,36,108,74,125
/content/valid/DM21340_pdf_0_jpg.rf.1e97fa3010e69dbe356958e77359f015.jpg,33,97,61,133
/content/valid/DM21340_pdf_0_jpg.rf.1e97fa3010e69dbe356958e77359f015.jpg,41,102,60,127
/content/valid/DM21340_pdf_0_jpg.rf.1e97fa3010e69dbe356958e77359f015.jpg,22,101,81,130
/content/valid/DM21335_pdf_3_jpg.rf.2bf2a830f37f02eefe908b2e52ff3203.jpg,24,30,56,54
/content/valid/DM21335_pdf_3_jpg.rf.2bf2a830f37f02eefe908b2e52ff3203.jpg,15,27,66,58
/content/valid/DM21375_pdf_2_jpg.rf.1785ab7401481e27628690e93eddf492.jpg,13,292,52,306
